atr14,catalyst_score,close,company,entry_score,fundamental_score,industry,market_cap,pivot,rank,rr_ratio,rr_score,rs_rank,sector,stop_pct,t_count,target_pct,ticker,total_score,trend_score,tt_checks,tt_score,vcp,vcp_grade,vcp_score_raw
"1.96","30","60.36","Benchmark Electronics, Inc.","44","20","Electronic Components","2167570176","61.12","395","3","100","50","Technology","6.51","4","19.52","BHE","49.9","72","[object Object]","9","[object Object]","D","32"
"6.1","50","172.4","Oshkosh Corporation (Holding Co","29","20","Farm & Heavy Construction Machinery","10905043968","180","396","3","100","50","Industrials","7.08","4","21.23","OSK","49.9","72","[object Object]","9","[object Object]","D","32"
"1.21","50","29.25","Innovex International, Inc.","44","20","Oil & Gas Equipment & Services","2016137856","29.48","397","3","70","50","Energy","8","4","24","INVX","49.9","72","[object Object]","9","[object Object]","D","32"
"26.25","50","698.72","Curtiss-Wright Corporation","29","60","Aerospace & Defense","25761474560","719.05","398","0.24","0","50","Industrials","7.51","4","1.82","CW","49.9","72","[object Object]","9","[object Object]","D","32"
"0.06","35","15.75","International Money Express, In","58","30","Software - Infrastructure","468070016","15.81","399","1.98","40","50","Technology","0.8","4","1.59","IMXI","49.9","72","[object Object]","9","[object Object]","C","55"
"0.44","45","16.37","The AES Corporation","29","35","Utilities - Diversified","11657420800","16.78","400","3","70","50","Utilities","5.44","4","16.31","AES","49.9","72","[object Object]","9","[object Object]","D","32"
"2.96","65","55.07","The Vita Coco Company, Inc.","24","55","Beverages - Non-Alcoholic","3143515136","59.88","401","1.32","0","50","Consumer Defensive","8","4","10.57","COCO","49.9","72","[object Object]","9","[object Object]","D","32"
"1.7","30","52.75","Kodiak Gas Services, Inc.","44","20","Oil & Gas Equipment & Services","4524818944","53.15","402","3","100","50","Energy","6.44","4","19.33","KGS","49.9","72","[object Object]","9","[object Object]","D","32"
"3.97","30","155.37","PriceSmart, Inc.","44","20","Discount Stores","4787937792","157.16","403","3","100","50","Consumer Defensive","5.11","4","15.32","PSMT","49.9","72","[object Object]","9","[object Object]","D","32"
"0.91","50","15.78","Contineum Therapeutics, Inc.","53","0","Biotechnology","576434688","16.33","404","3.61","100","50","Healthcare","8","2","28.86","CTNM","49.7","72","[object Object]","9","[object Object]","B","72"
"2.05","45","46.51","Clear Secure, Inc.","44","50","Software - Application","6270827520","46.63","405","0.06","0","50","Technology","8","4","0.52","YOU","49.6","72","[object Object]","9","[object Object]","D","32"
"2.47","30","74.42","Green Brick Partners, Inc.","24","35","Residential Construction","3242114560","80.97","406","3","100","50","Consumer Cyclical","6.64","4","19.93","GRBK","49.6","72","[object Object]","9","[object Object]","D","32"
"3.24","30","34.23","Sensei Biotherapeutics, Inc.","55","10","Biotechnology","43187476","10.03","407","3","100","50","Healthcare","8","3","24","SNSE","49.6","72","[object Object]","9","[object Object]","B","67"
"1.46","45","18.15","Fastly, Inc.","19","30","Software - Application","2711609856","10.72","408","3","100","50","Technology","8","4","24","FSLY","49.6","72","[object Object]","9","[object Object]","D","32"
"0.4","45","13.17","Valley National Bancorp","24","50","Banks - Regional","7344060928","13.87","409","1.9","40","50","Financial Services","6.04","4","11.45","VLY","49.6","72","[object Object]","9","[object Object]","D","32"
"1.59","65","83.55","Xcel Energy Inc.","46","20","Utilities - Regulated Electric","49423151104","84.18","410","1.69","40","50","Utilities","3.81","4","6.45","XEL","49.5","72","[object Object]","9","[object Object]","D","35"
"1.28","75","15.63","Uranium Energy Corp.","48","0","Uranium","7555188736","16.84","411","2.78","70","50","Energy","8","2","22.27","UEC","49.4","72","[object Object]","9","[object Object]","B","72"
"0.64","0","70","JPMorgan Global Select Equity E","89","0","","0","70.14","412","3","100","50","","1.83","4","5.49","JGLO","49.4","72","[object Object]","9","[object Object]","A","83"
"3.24","80","63.04","Vaxcyte, Inc.","29","0","Biotechnology","9153802240","65","413","9.11","100","50","Healthcare","8","4","72.91","PCVX","49.4","72","[object Object]","9","[object Object]","D","32"
"0.76","0","69.46","Invesco MSCI USA ETF","89","0","","0","70.03","414","3","100","50","","2.2","4","6.6","PBUS","49.4","72","[object Object]","9","[object Object]","A","83"
"8.24","30","204.09","Plexus Corp.","29","30","Electronic Components","5466849792","211.84","415","3","100","50","Technology","8","4","24","PLXS","49.4","72","[object Object]","9","[object Object]","D","32"
"0.67","45","29.9","MUELLER WATER PRODUCTS","55","40","Specialty Industrial Machinery","4675920896","30.47","416","0.32","0","50","Industrials","4.49","4","1.45","MWA","49.3","72","[object Object]","9","[object Object]","C","50"
"0.49","45","25.96","Kite Realty Group Trust","55","40","REIT - Retail","5833413632","26.3","417","0.79","0","50","Real Estate","3.75","4","2.96","KRG","49.3","72","[object Object]","9","[object Object]","C","50"
"0.54","50","20.01","CVB Financial Corporation","35","25","Banks - Regional","2717212160","21.48","418","2.63","70","50","Financial Services","5.44","4","14.32","CVBF","49.3","72","[object Object]","9","[object Object]","C","50"
"1.36","65","30","BKV Corporation","33","45","Oil & Gas E&P","3068632064","31.74","419","0.88","0","50","Energy","8","4","7.04","BKV","49.2","72","[object Object]","9","[object Object]","C","47"
"0.48","0","44.35","iShares MSCI Germany Index Fund","88","0","","3525824768","44.62","420","3","100","50","","2.17","4","6.51","EWG","49.2","72","[object Object]","9","[object Object]","A","80"
"0.57","40","14.95","Mechanics Bancorp","33","60","Banks - Regional","3308509952","16.02","421","0.93","0","50","Financial Services","7.56","4","7.02","MCHB","49.2","72","[object Object]","9","[object Object]","C","47"
"4.1","75","90.68","Kymera Therapeutics, Inc.","32","0","Biotechnology","7254311424","93.64","422","3.59","100","50","Healthcare","8","4","28.71","KYMR","49.2","72","[object Object]","9","[object Object]","D","37"
"0.86","60","11.65","ProPetro Holding Corp.","33","20","Oil & Gas Equipment & Services","1420012416","13.25","423","2.04","70","50","Energy","8","4","16.36","PUMP","49.2","72","[object Object]","9","[object Object]","C","47"
"0.72","40","25.89","First Busey Corporation","33","60","Banks - Regional","2288910080","27.65","424","1.46","0","50","Financial Services","5.57","4","8.15","BUSE","49.2","72","[object Object]","9","[object Object]","C","47"
"8.91","80","128.6","Palvella Therapeutics, Inc.","28","0","Biotechnology","1522172672","97.99","425","9.3","100","50","Healthcare","8","4","74.39","PVLA","49.2","72","[object Object]","9","[object Object]","C","47"
"1.1","45","49.29","Brookfield Infrastructure Corpo","29","20","Utilities - Regulated Gas","5901317632","51.72","426","3.5","100","50","Utilities","4.47","4","15.64","BIPC","49.1","72","[object Object]","9","[object Object]","D","32"
"0.54","60","19.71","Host Hotels & Resorts, Inc.","24","55","REIT - Hotel & Motel","13729521664","21","427","1.05","0","50","Real Estate","5.46","4","5.74","HST","49.1","72","[object Object]","9","[object Object]","D","32"
"4.2","35","133.92","AGCO Corporation","24","30","Farm & Heavy Construction Machinery","9993587712","143.48","428","3","100","50","Industrials","6.27","4","18.8","AGCO","49.1","72","[object Object]","9","[object Object]","D","32"
"4.13","55","165.54","3M Company","26","40","Conglomerates","87189913600","176.62","429","1.53","40","50","Industrials","4.99","4","7.65","MMM","49","72","[object Object]","9","[object Object]","D","35"
"1.09","75","17.51","Bicara Therapeutics Inc.","31","0","Biotechnology","959232000","18.24","430","8.4","100","50","Healthcare","8","4","67.18","BCAX","49","72","[object Object]","9","[object Object]","D","35"
"4.94","70","78.29","Establishment Labs Holdings Inc","27","30","Medical Devices","2274940416","83.31","431","1.83","40","50","Healthcare","8","4","14.67","ESTA","49","72","[object Object]","9","[object Object]","D","37"
"1.95","70","29.99","Septerna, Inc.","27","30","Biotechnology","1342777984","32.63","432","1.61","40","50","Healthcare","8","4","12.89","SEPN","49","72","[object Object]","9","[object Object]","D","37"
"0.17","30","13.75","AllianzGI NFJ Dividend, Interes","46","15","Asset Management","1303521792","13.92","433","3","100","50","Financial Services","2.48","4","7.43","NFJ","49","72","[object Object]","9","[object Object]","D","35"
"3.31","45","62.16","Victorias Secret & Co.","53","40","Apparel Retail","4989516800","64.96","434","0.21","0","50","Consumer Cyclical","8","3","1.71","VSCO","48.9","72","[object Object]","9","[object Object]","B","72"
"0.34","30","79.73","CSG Systems International, Inc.","64","40","Software - Infrastructure","2273940224","80.67","435","1.44","0","50","Technology","0.85","4","1.22","CSGS","48.9","72","[object Object]","9","[object Object]","B","65"
"2.44","65","80.88","Ameris Bancorp","24","35","Banks - Regional","5525328896","87.98","436","1.89","40","50","Financial Services","6.02","4","11.36","ABCB","48.9","72","[object Object]","9","[object Object]","D","32"
"4.17","60","78.84","Astronics Corporation","41","40","Aerospace & Defense","2808999680","81.89","437","1.23","0","50","Industrials","8","4","9.81","ATRO","48.8","72","[object Object]","9","[object Object]","C","52"
"4.65","55","180.96","Becton, Dickinson and Company","31","35","Medical Instruments & Supplies","65560924160","187.35","438","1.74","40","50","Healthcare","5.14","4","8.95","BDX","48.8","72","[object Object]","9","[object Object]","D","35"
"1.61","50","30.12","Edgewise Therapeutics, Inc.","36","10","Biotechnology","3188757248","31.82","439","3.34","100","50","Healthcare","8","4","26.72","EWTX","48.8","72","[object Object]","9","[object Object]","C","52"
"1.78","45","74.92","Eversource Energy (D/B/A)","46","45","Utilities - Regulated Electric","28132204544","75.28","440","0","0","50","Utilities","4.75","4","0","ES","48.8","72","[object Object]","9","[object Object]","D","35"
"1.28","50","71.26","Alliant Energy Corporation","55","35","Utilities - Regulated Electric","18317647872","72.26","441","1.1","0","50","Utilities","3.6","4","3.97","LNT","48.8","72","[object Object]","9","[object Object]","C","50"
"3.73","70","53.02","Century Aluminum Company","36","10","Aluminum","4948990976","55.99","442","2.43","70","50","Basic Materials","8","3","19.45","CENX","48.8","72","[object Object]","9","[object Object]","C","52"
"0.63","50","28.13","Curbline Properties Corp.","55","35","REIT - Retail","2964005120","28.33","443","0.25","0","50","Real Estate","4.48","4","1.12","CURB","48.8","72","[object Object]","9","[object Object]","C","50"
"0.84","45","19.26","Herbalife Ltd.","27","20","Packaged Foods","1989764480","20.4","444","3","100","50","Consumer Defensive","8","3","24","HLF","48.7","72","[object Object]","9","[object Object]","D","37"
"0.9","45","27.6","Deluxe Corporation","29","30","Conglomerates","1244249472","28.29","445","2.82","70","50","Industrials","6.51","4","18.36","DLX","48.6","72","[object Object]","9","[object Object]","D","32"
"3.41","50","104.96","Weatherford International plc","29","55","Oil & Gas Equipment & Services","7528783872","108.14","446","0.06","0","50","Energy","6.5","4","0.38","WFRD","48.6","72","[object Object]","9","[object Object]","D","32"
"4.57","55","195.65","MSA Safety Incorporated","24","40","Security & Protection Services","7660101120","208.37","447","1.84","40","50","Industrials","4.67","4","8.58","MSA","48.6","72","[object Object]","9","[object Object]","D","32"
"14.24","50","540.57","HCA Healthcare, Inc.","29","55","Medical Care Facilities","120883462144","552.9","448","0.03","0","50","Healthcare","5.27","4","0.18","HCA","48.6","72","[object Object]","9","[object Object]","D","32"
"1.74","65","49.33","Ovintiv Inc. (DE)","29","30","Oil & Gas E&P","13976938496","51.6","449","1.85","40","50","Energy","7.07","4","13.06","OVV","48.6","72","[object Object]","9","[object Object]","D","32"
"1.11","35","53.48","Portland General Electric Co","46","10","Utilities - Regulated Electric","6180279296","54.39","450","3","100","50","Utilities","4.15","4","12.46","POR","48.5","72","[object Object]","9","[object Object]","D","35"
"2.94","60","68.19","Terex Corporation","32","30","Farm & Heavy Construction Machinery","7753203200","71.5","451","1.95","40","50","Industrials","8","4","15.63","TEX","48.5","72","[object Object]","9","[object Object]","D","37"
"0.81","60","27.03","Magnolia Oil & Gas Corporation","46","35","Oil & Gas E&P","5099912704","27.52","452","1.15","0","50","Energy","5.96","4","6.88","MGY","48.5","72","[object Object]","9","[object Object]","D","35"
"1.95","30","109.45","Loews Corporation","31","25","Insurance - Property & Casualty","22618888192","114.9","453","3","100","50","Financial Services","3.57","4","10.7","L","48.5","72","[object Object]","9","[object Object]","D","35"
"1.73","55","28.35","Capricor Therapeutics, Inc.","43","0","Biotechnology","1542219776","29.4","454","9.9","100","50","Healthcare","8","3","79.19","CAPR","48.4","72","[object Object]","9","[object Object]","C","55"
"6.51","55","191.53","Steel Dynamics, Inc.","24","55","Steel","28194095104","208.47","455","0.12","0","50","Basic Materials","6.8","4","0.82","STLD","48.4","72","[object Object]","9","[object Object]","D","32"
"0.6","50","10.23","Rayonier Advanced Materials Inc","34","10","Chemicals","685467200","10.45","456","3","100","50","Basic Materials","8","2","24","RYAM","48.4","72","[object Object]","9","[object Object]","C","40"
"2.53","45","132.46","American Electric Power Company","44","45","Utilities - Regulated Electric","71642521600","132.85","457","0.11","0","50","Utilities","3.82","4","0.43","AEP","48.4","72","[object Object]","9","[object Object]","D","32"
"2.06","70","56.32","Supernus Pharmaceuticals, Inc.","24","30","Drug Manufacturers - Specialty & Generic","3229352192","59.68","458","1.66","40","50","Healthcare","7.32","4","12.16","SUPN","48.4","72","[object Object]","9","[object Object]","D","32"
